# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:EB                     7:TB                     8:phiphi                 9:TPhi                  10:Ephi               
 1075       1.555101723303e-10       3.552802494210e-12      -1.056992109217e-11       1.685212247181e-14      -1.229048441288e-13       4.320918509313e-13       4.314132442069e-15       7.317125709839e-17       1.615298839193e-16 
 1076       1.558854219498e-10       3.514976464441e-12      -1.055814752558e-11       1.683288429180e-14      -1.218373806713e-13       4.336806354725e-13       4.298529508623e-15       6.789771151357e-17       1.599938518423e-16 
 1077       1.562587188857e-10       3.477255844755e-12      -1.054345572208e-11       1.681320466197e-14      -1.207632804215e-13       4.351619220298e-13       4.282995766676e-15       6.268116113786e-17       1.584540523913e-16 
 1078       1.566297567883e-10       3.439656120869e-12      -1.052586202993e-11       1.679309051840e-14      -1.196830041055e-13       4.365351186579e-13       4.267530810249e-15       5.752118439132e-17       1.569100465270e-16 
 1079       1.569982271099e-10       3.402192886931e-12      -1.050538300736e-11       1.677254885933e-14      -1.185970159813e-13       4.377996324356e-13       4.252134226621e-15       5.241735438631e-17       1.553613919357e-16 
 1080       1.573638190997e-10       3.364881845763e-12      -1.048203542312e-11       1.675158674533e-14      -1.175057838472e-13       4.389548694659e-13       4.236805596308e-15       4.736923891338e-17       1.538076430225e-16 
 1081       1.577262197990e-10       3.327738809104e-12      -1.045583625703e-11       1.673021129947e-14      -1.164097790495e-13       4.400002348763e-13       4.221544493043e-15       4.237640042709e-17       1.522483509033e-16 
 1082       1.580851140359e-10       3.290779697859e-12      -1.042680270051e-11       1.670842970743e-14      -1.153094764914e-13       4.409351328194e-13       4.206350483763e-15       3.743839603191e-17       1.506830633972e-16 
 1083       1.584401844206e-10       3.254020542341e-12      -1.039495215718e-11       1.668624921766e-14      -1.142053546409e-13       4.417589664732e-13       4.191223128581e-15       3.255477746807e-17       1.491113250188e-16 
 1084       1.587911113399e-10       3.217477482515e-12      -1.036030224338e-11       1.666367714158e-14      -1.130978955389e-13       4.424711380415e-13       4.176161980772e-15       2.772509109738e-17       1.475326769709e-16 
 1085       1.591375729527e-10       3.181166768245e-12      -1.032287078875e-11       1.664072085365e-14      -1.119875848078e-13       4.430710487544e-13       4.161166586756e-15       2.294887788914e-17       1.459466571360e-16 
 1086       1.594792451844e-10       3.145104759541e-12      -1.028267583676e-11       1.661738779160e-14      -1.108749116592e-13       4.435580988685e-13       4.146236486073e-15       1.822567340597e-17       1.443528000698e-16 
 1087       1.598158017224e-10       3.109307926797e-12      -1.023973564527e-11       1.659368545653e-14      -1.097603689028e-13       4.439316876676e-13       4.131371211366e-15       1.355500778968e-17       1.427506369925e-16 
 1088       1.601469140108e-10       3.073792851044e-12      -1.019406868708e-11       1.656962141305e-14      -1.086444529541e-13       4.441912134628e-13       4.116570288364e-15       8.936405747118e-18       1.411396957819e-16 
 1089       1.604722512453e-10       3.038576224187e-12      -1.014569365050e-11       1.654520328951e-14      -1.075276638428e-13       4.443360735930e-13       4.101833235861e-15       4.369386536046e-18       1.395195009652e-16 
 1090       1.607915161909e-10       3.003673337205e-12      -1.009463356316e-11       1.652043914721e-14      -1.064104813493e-13       4.443659307485e-13       4.087159615718e-15      -1.458219283571e-19       1.378896801050e-16 
 1091       1.611045531706e-10       2.969093522030e-12      -1.004092822276e-11       1.649533859361e-14      -1.052932930477e-13       4.442815158498e-13       4.072549183642e-15      -4.606130243137e-18       1.362502845323e-16 
 1092       1.614112415142e-10       2.934844649052e-12      -9.984621934059e-12       1.646991168435e-14      -1.041764653143e-13       4.440838359322e-13       4.058001740395e-15      -9.007711516881e-18       1.346014728978e-16 
 1093       1.617114598655e-10       2.900934633717e-12      -9.925759401685e-12       1.644416855570e-14      -1.030603671181e-13       4.437739088261e-13       4.043517081932e-15      -1.334671281543e-17       1.329434051712e-16 
 1094       1.620050861813e-10       2.867371436621e-12      -9.864385731109e-12       1.641811942472e-14      -1.019453700262e-13       4.433527631841e-13       4.029094999395e-15      -1.761925510398e-17       1.312762426448e-16 
 1095       1.622919977295e-10       2.834163063604e-12      -9.800546429617e-12       1.639177458942e-14      -1.008318482104e-13       4.428214385087e-13       4.014735279096e-15      -2.182143318913e-17       1.296001479363e-16 
 1096       1.625720710881e-10       2.801317565839e-12      -9.734287407278e-12       1.636514442899e-14      -9.972017845187e-14       4.421809851788e-13       4.000437702500e-15      -2.594931566099e-17       1.279152849917e-16 
 1097       1.628451821433e-10       2.768843039930e-12      -9.665654977917e-12       1.633823940398e-14      -9.861074014813e-14       4.414324644778e-13       3.986202046218e-15      -2.999894483525e-17       1.262218190889e-16 
 1098       1.631112060886e-10       2.736747627997e-12      -9.594695860079e-12       1.631107005644e-14      -9.750391531810e-14       4.405769486204e-13       3.972028081984e-15      -3.396633669524e-17       1.245199168403e-16 
 1099       1.633700174230e-10       2.705039517773e-12      -9.521457178007e-12       1.628364701020e-14      -9.640008860823e-14       4.396155207800e-13       3.957915576647e-15      -3.784748083405e-17       1.228097461962e-16 
 1100       1.636214899499e-10       2.673726942697e-12      -9.445986462606e-12       1.625598097097e-14      -9.529964729828e-14       4.385492751158e-13       3.943864292156e-15      -4.163834039659e-17       1.210914764477e-16 
 1101       1.638654967752e-10       2.642818182003e-12      -9.368331652416e-12       1.622808272656e-14      -9.420298130712e-14       4.373793168006e-13       3.929873985544e-15      -4.533485202166e-17       1.193652782298e-16 
 1102       1.641019103066e-10       2.612321560813e-12      -9.288541094581e-12       1.619996314710e-14      -9.311048319857e-14       4.361067620473e-13       3.915944408914e-15      -4.893292578405e-17       1.176313235245e-16 
 1103       1.643306022515e-10       2.582245450233e-12      -9.206663545820e-12       1.617163318518e-14      -9.202254818721e-14       4.347327381369e-13       3.902075309426e-15      -5.242844513659e-17       1.158897856642e-16 
 1104       1.645514436159e-10       2.552598267441e-12      -9.122748173395e-12       1.614310387606e-14      -9.093957414424e-14       4.332583834453e-13       3.888266429284e-15      -5.581726685227e-17       1.141408393341e-16 
 1105       1.647643047029e-10       2.523388475779e-12      -9.036844556084e-12       1.611438633784e-14      -8.986196160323e-14       4.316848474708e-13       3.874517505719e-15      -5.909522096628e-17       1.123846605760e-16 
 1106       1.649690551116e-10       2.494624584851e-12      -8.949002685148e-12       1.608549177171e-14      -8.879011376604e-14       4.300132908613e-13       3.860828270975e-15      -6.225811071814e-17       1.106214267908e-16 
 1107       1.651655637350e-10       2.466315150609e-12      -8.859272965305e-12       1.605643146203e-14      -8.772443650855e-14       4.282448854416e-13       3.847198452298e-15      -6.530171249371e-17       1.088513167421e-16 
 1108       1.653536987593e-10       2.438468775448e-12      -8.767706215695e-12       1.602721677664e-14      -8.666533838654e-14       4.263808142406e-13       3.833627771919e-15      -6.822177576735e-17       1.070745105588e-16 
 1109       1.655333276621e-10       2.411094108299e-12      -8.674353670855e-12       1.599785916694e-14      -8.561323064149e-14       4.244222715186e-13       3.820115947040e-15      -7.101402304391e-17       1.052911897386e-16 
 1110       1.657043172109e-10       2.384199844719e-12      -8.579266981685e-12       1.596837016815e-14      -8.456852720643e-14       4.223704627949e-13       3.806662689822e-15      -7.367414980091e-17       1.035015371509e-16 
 1111       1.658665334621e-10       2.357794726986e-12      -8.482498216422e-12       1.593876139947e-14      -8.353164471171e-14       4.202266048743e-13       3.793267707368e-15      -7.619782443054e-17       1.017057370396e-16 
 1112       1.660198417592e-10       2.331887544190e-12      -8.384099861606e-12       1.590904456428e-14      -8.250300249089e-14       4.179919258754e-13       3.779930701710e-15      -7.858068818176e-17       9.990397502689e-17 
 1113       1.661641067314e-10       2.306487132325e-12      -8.284124823052e-12       1.587923145030e-14      -8.148302258650e-14       4.156676652569e-13       3.766651369796e-15      -8.081835510243e-17       9.809643811563e-17 
 1114       1.662991922924e-10       2.281602374381e-12      -8.182626426822e-12       1.584933392981e-14      -8.047212975592e-14       4.132550738455e-13       3.753429403475e-15      -8.290641198130e-17       9.628331469281e-17 
 1115       1.664249616390e-10       2.257242200437e-12      -8.079658420192e-12       1.581936395984e-14      -7.947075147715e-14       4.107554138630e-13       3.740264489482e-15      -8.484041829017e-17       9.446479453252e-17 
 1116       1.665412772493e-10       2.233415587756e-12      -7.975274972623e-12       1.578933358232e-14      -7.847931795468e-14       4.081699589534e-13       3.727156309424e-15      -8.661590612593e-17       9.264106879906e-17 
 1117       1.666480008817e-10       2.210131560872e-12      -7.869530676731e-12       1.575925492431e-14      -7.749826212526e-14       4.054999942107e-13       3.714104539768e-15      -8.822838015265e-17       9.081233005005e-17 
 1118       1.667449935733e-10       2.187399191684e-12      -7.762480549259e-12       1.572914019816e-14      -7.652801966380e-14       4.027468162053e-13       3.701108851824e-15      -8.967331754366e-17       8.897877223943e-17 
 1119       1.668321156384e-10       2.165227599553e-12      -7.654180032045e-12       1.569900170171e-14      -7.556902898910e-14       3.999117330122e-13       3.688168911733e-15      -9.094616792361e-17       8.714059072065e-17 
 1120       1.669092266675e-10       2.143625951386e-12      -7.544684992990e-12       1.566885181849e-14      -7.462173126975e-14       3.969960642376e-13       3.675284380451e-15      -9.204235331061e-17       8.529798224967e-17 
 1121       1.669761855251e-10       2.122603461737e-12      -7.434051727035e-12       1.563870301788e-14      -7.368657042992e-14       3.940011410466e-13       3.662454913736e-15      -9.295726805822e-17       8.345114498808e-17 
 1122       1.670328503491e-10       2.102169392892e-12      -7.322336957122e-12       1.560856785532e-14      -7.276399315517e-14       3.909283061902e-13       3.649680162133e-15      -9.368627879762e-17       8.160027850619e-17 
 1123       1.670790785490e-10       2.082333054966e-12      -7.209597835172e-12       1.557845897249e-14      -7.185444889831e-14       3.877789140328e-13       3.636959770963e-15      -9.422472437962e-17       7.974558378611e-17 
 1124       1.671147268044e-10       2.063103805995e-12      -7.095891943051e-12       1.554838909749e-14      -7.095838988520e-14       3.845543305792e-13       3.624293380303e-15      -9.456791581678e-17       7.788726322481e-17 
 1125       1.671396510638e-10       2.044491052024e-12      -6.981277293540e-12       1.551837104505e-14      -7.007627112055e-14       3.812559335021e-13       3.611680624978e-15      -9.471113622548e-17       7.602552063722e-17 
 1126       1.671537065431e-10       2.026504247205e-12      -6.865812331307e-12       1.548841771670e-14      -6.920855039380e-14       3.778851121694e-13       3.599121134541e-15      -9.464964076799e-17       7.416056125936e-17 
 1127       1.671567477240e-10       2.009152893886e-12      -6.749555933876e-12       1.545854210097e-14      -6.835568828490e-14       3.744432676712e-13       3.586614533264e-15      -9.437865659456e-17       7.229259175132e-17 
 1128       1.671486283529e-10       1.992446542703e-12      -6.632567412595e-12       1.542875727357e-14      -6.751814817014e-14       3.709318128475e-13       3.574160440122e-15      -9.389338278552e-17       7.042182020044e-17 
 1129       1.671292351844e-10       1.976392990236e-12      -6.514904337335e-12       1.539907559437e-14      -6.669634150172e-14       3.673522401039e-13       3.561758507298e-15      -9.319102164231e-17       6.854848858837e-17 
 1130       1.670985896932e-10       1.960992846231e-12      -6.396615977784e-12       1.536950628672e-14      -6.589046285919e-14       3.637063257674e-13       3.549408536277e-15      -9.227690146460e-17       6.667297064622e-17 
 1131       1.670567476759e-10       1.946244896240e-12      -6.277749779182e-12       1.534005782716e-14      -6.510065277453e-14       3.599959284300e-13       3.537110363232e-15      -9.115843291016e-17       6.479567527214e-17 
 1132       1.670037656269e-10       1.932147897604e-12      -6.158353531666e-12       1.531073874594e-14      -6.432705226543e-14       3.562229214336e-13       3.524863820620e-15      -8.984308496648e-17       6.291701418836e-17 
 1133       1.669397007407e-10       1.918700579377e-12      -6.038475371030e-12       1.528155762707e-14      -6.356980283596e-14       3.523891929036e-13       3.512668737179e-15      -8.833838508389e-17       6.103740194726e-17 
 1134       1.668646109133e-10       1.905901642246e-12      -5.918163779494e-12       1.525252310850e-14      -6.282904647728e-14       3.484966457821e-13       3.500524937915e-15      -8.665191930869e-17       5.915725593758e-17 
 1135       1.667785547436e-10       1.893749758457e-12      -5.797467586469e-12       1.522364388216e-14      -6.210492566826e-14       3.445471978624e-13       3.488432244091e-15      -8.479133241637e-17       5.727699639049e-17 
 1136       1.666815915360e-10       1.882243571735e-12      -5.676435969322e-12       1.519492869415e-14      -6.139758337622e-14       3.405427818219e-13       3.476390473215e-15      -8.276432804469e-17       5.539704638580e-17 
 1137       1.665737813015e-10       1.871381697210e-12      -5.555118454139e-12       1.516638634478e-14      -6.070716305754e-14       3.364853452560e-13       3.464399439032e-15      -8.057866882687e-17       5.351783185803e-17 
 1138       1.664551847597e-10       1.861162721337e-12      -5.433564916494e-12       1.513802568874e-14      -6.003380865840e-14       3.323768507119e-13       3.452458951515e-15      -7.824217652472e-17       5.163978160258e-17 
 1139       1.663258633405e-10       1.851585201819e-12      -5.311825582212e-12       1.510985563517e-14      -5.937766461540e-14       3.282192757220e-13       3.440568816848e-15      -7.576273216179e-17       4.976332728186e-17 
 1140       1.661858791858e-10       1.842647667533e-12      -5.189951028138e-12       1.508188514780e-14      -5.873887585627e-14       3.240146128377e-13       3.428728837424e-15      -7.314827615657e-17       4.788890343144e-17 
 1141       1.660352951515e-10       1.834348618446e-12      -5.067992182895e-12       1.505412324505e-14      -5.811758780053e-14       3.197648696632e-13       3.416938811826e-15      -7.040680845554e-17       4.601694746618e-17 
 1142       1.658741748089e-10       1.826686525547e-12      -4.946000327658e-12       1.502657900015e-14      -5.751394636017e-14       3.154720688888e-13       3.405198534822e-15      -6.754638866643e-17       4.414789968636e-17 
 1143       1.657025824468e-10       1.819659830761e-12      -4.824027096912e-12       1.499926154124e-14      -5.692809794033e-14       3.111382483247e-13       3.393507797355e-15      -6.457513619130e-17       4.228220328383e-17 
 1144       1.655205830731e-10       1.813266946877e-12      -4.702124479224e-12       1.497218005150e-14      -5.636018943997e-14       3.067654609347e-13       3.381866386527e-15      -6.150123035971e-17       4.042030434813e-17 
 1145       1.653282424163e-10       1.807506257470e-12      -4.580344818003e-12       1.494534376925e-14      -5.581036825254e-14       3.023557748700e-13       3.370274085594e-15      -5.833291056186e-17       3.856265187266e-17 
 1146       1.651256269278e-10       1.802376116823e-12      -4.458740812267e-12       1.491876198805e-14      -5.527878226666e-14       2.979112735025e-13       3.358730673953e-15      -5.507847638179e-17       3.670969776078e-17 
 1147       1.649128037834e-10       1.797874849848e-12      -4.337365517409e-12       1.489244405686e-14      -5.476557986681e-14       2.934340554587e-13       3.347235927131e-15      -5.174628773044e-17       3.486189683197e-17 
 1148       1.646898408848e-10       1.794000752013e-12      -4.216272345965e-12       1.486639938009e-14      -5.427090993398e-14       2.889262346531e-13       3.335789616778e-15      -4.834476497888e-17       3.301970682797e-17 
 1149       1.644568068617e-10       1.790752089262e-12      -4.095515068372e-12       1.484063741777e-14      -5.379492184636e-14       2.843899403225e-13       3.324391510649e-15      -4.488238909145e-17       3.118358841889e-17 
 1150       1.642137710734e-10       1.788127097936e-12      -3.975147813740e-12       1.481516768561e-14      -5.333776548002e-14       2.798273170586e-13       3.313041372604e-15      -4.136770175885e-17       2.935400520940e-17 
 1151       1.639608036108e-10       1.786123984702e-12      -3.855225070617e-12       1.478999975516e-14      -5.289959120957e-14       2.752405248427e-13       3.301738962586e-15      -3.780930553136e-17       2.753142374481e-17 
 1152       1.636979752977e-10       1.784740926469e-12      -3.735801687749e-12       1.476514325389e-14      -5.248054990885e-14       2.706317390786e-13       3.290484036620e-15      -3.421586395196e-17       2.571631351724e-17 
 1153       1.634253576930e-10       1.783976070313e-12      -3.616932874852e-12       1.474060786531e-14      -5.208079295160e-14       2.660031506268e-13       3.279276346798e-15      -3.059610168949e-17       2.390914697176e-17 
 1154       1.631430230921e-10       1.783827533403e-12      -3.498674203373e-12       1.471640332909e-14      -5.170047221213e-14       2.613569658375e-13       3.268115641268e-15      -2.695880467178e-17       2.211039951250e-17 
 1155       1.628510445290e-10       1.784293402919e-12      -3.381081607256e-12       1.469253944118e-14      -5.133974006600e-14       2.566954065850e-13       3.257001664225e-15      -2.331282021882e-17       2.032054950882e-17 
 1156       1.625494957778e-10       1.785371735977e-12      -3.264211383709e-12       1.466902605390e-14      -5.099874939071e-14       2.520207103009e-13       3.245934155900e-15      -1.966705717590e-17       1.854007830145e-17 
 1157       1.622384513545e-10       1.787060559553e-12      -3.148120193970e-12       1.464587307605e-14      -5.067765356634e-14       2.473351300077e-13       3.234912852550e-15      -1.603048604677e-17       1.676947020857e-17 
 1158       1.619179865190e-10       1.789357870403e-12      -3.032865064067e-12       1.462309047307e-14      -5.037660647625e-14       2.426409343528e-13       3.223937486447e-15      -1.241213912680e-17       1.500921253203e-17 
 1159       1.615881772763e-10       1.792261634987e-12      -2.918503385591e-12       1.460068826709e-14      -5.009576250778e-14       2.379404076418e-13       3.213007785866e-15      -8.821110636087e-18       1.325979556342e-17 
 1160       1.612491003791e-10       1.795769789395e-12      -2.805092916454e-12       1.457867653708e-14      -4.983527655285e-14       2.332358498723e-13       3.202123475078e-15      -5.266556852654e-18       1.152171259025e-17 
 1161       1.609008333286e-10       1.799880239263e-12      -2.692691781661e-12       1.455706541896e-14      -4.959530400873e-14       2.285295767676e-13       3.191284274335e-15      -1.757696245574e-18       9.795459902079e-18 
 1162       1.605434543769e-10       1.804590859700e-12      -2.581358474071e-12       1.453586510569e-14      -4.937600077864e-14       2.238239198103e-13       3.180489899865e-15       1.696190391872e-18       8.081536796624e-18 
 1163       1.601770425289e-10       1.809899495214e-12      -2.471151855162e-12       1.451508584743e-14      -4.917752327247e-14       2.191212262759e-13       3.169740063854e-15       5.085759809046e-18       6.380445585934e-18 
 1164       1.598016775432e-10       1.815803959626e-12      -2.362131155802e-12       1.449473795157e-14      -4.900002840742e-14       2.144238592666e-13       3.159034474444e-15       8.401606164803e-18       4.692691602514e-18 
 1165       1.594174399348e-10       1.822302036001e-12      -2.254355977006e-12       1.447483178295e-14      -4.884367360870e-14       2.097341977446e-13       3.148372835716e-15       1.163426089434e-17       3.018783205458e-18 
 1166       1.590244109763e-10       1.829391476567e-12      -2.147886290708e-12       1.445537776388e-14      -4.870861681022e-14       2.050546365664e-13       3.137754847681e-15       1.477419257604e-17       1.359231786595e-18 
 1167       1.586226726999e-10       1.837070002639e-12      -2.042782440525e-12       1.443638637431e-14      -4.859501645523e-14       2.003875865157e-13       3.127180206272e-15       1.781180679835e-17      -2.854482233796e-19 
 1168       1.582123217105e-10       1.845334255879e-12      -1.939098725421e-12       1.441786666848e-14      -4.850297948505e-14       1.957353218395e-13       3.116648633285e-15       2.074008469271e-17      -1.914827907173e-18 
 1169       1.577935108117e-10       1.854176637883e-12      -1.836864061283e-12       1.439982180448e-14      -4.843240459144e-14       1.910995206987e-13       3.106159966647e-15       2.356253494500e-17      -3.528830743114e-18 
 1170       1.573664079044e-10       1.863588430895e-12      -1.736101078881e-12       1.438225345900e-14      -4.838313700418e-14       1.864817190338e-13       3.095714071256e-15       2.628534102398e-17      -5.127469050266e-18 
 1171       1.569311822252e-10       1.873560842711e-12      -1.636832519226e-12       1.436516330564e-14      -4.835502032121e-14       1.818834625616e-13       3.085310809124e-15       2.891473163887e-17      -6.710755734555e-18 
 1172       1.564880043494e-10       1.884085006512e-12      -1.539081233766e-12       1.434855301491e-14      -4.834789650477e-14       1.773063067957e-13       3.074950039367e-15       3.145698083806e-17      -8.278704290418e-18 
 1173       1.560370461945e-10       1.895151980692e-12      -1.442870184590e-12       1.433242425423e-14      -4.836160587750e-14       1.727518170664e-13       3.064631618199e-15       3.391840810790e-17      -9.831328802444e-18 
 1174       1.555784810224e-10       1.906752748690e-12      -1.348222444630e-12       1.431677868785e-14      -4.839598711850e-14       1.682215685410e-13       3.054355398922e-15       3.630537847144e-17      -1.136864394702e-17 
 1175       1.551124834427e-10       1.918878218822e-12      -1.255161197860e-12       1.430161797691e-14      -4.845087725950e-14       1.637171462443e-13       3.044121231920e-15       3.862430258718e-17      -1.289066499399e-17 
 1176       1.546392294160e-10       1.931519224106e-12      -1.163709739499e-12       1.428694377936e-14      -4.852611168091e-14       1.592401450788e-13       3.033928964648e-15       4.088163684784e-17      -1.439740780828e-17 
 1177       1.541588962564e-10       1.944666522100e-12      -1.073891476211e-12       1.427275774998e-14      -4.862152410796e-14       1.547921698445e-13       3.023778441630e-15       4.308388347908e-17      -1.588888885154e-17 
 1178       1.536716626344e-10       1.958310794729e-12      -9.857299263079e-13       1.425906154036e-14      -4.873694660679e-14       1.503748352597e-13       3.013669504445e-15       4.523759063831e-17      -1.736512518382e-17 
 1179       1.531777085806e-10       1.972442648114e-12      -8.992487199518e-13       1.424585679883e-14      -4.887220958053e-14       1.459897659812e-13       3.003601991721e-15       4.734935251338e-17      -1.882613446520e-17 
 1180       1.526772154878e-10       1.987052612405e-12      -8.144715993533e-13       1.423314517054e-14      -4.902714176547e-14       1.416385966240e-13       2.993575739130e-15       4.942580942137e-17      -2.027193495741e-17 
 1181       1.521703661146e-10       2.002131141611e-12      -7.314224189750e-13       1.422092829733e-14      -4.920157022708e-14       1.373229717823e-13       2.983590579375e-15       5.147364790735e-17      -2.170254552551e-17 
 1182       1.516573445878e-10       2.017668613432e-12      -6.501251457325e-13       1.420920781781e-14      -4.939532035619e-14       1.330445460492e-13       2.973646342187e-15       5.349960084311e-17      -2.311798563954e-17 
 1183       1.511383364061e-10       2.033655329085e-12      -5.706038591955e-13       1.419798536728e-14      -4.960821586505e-14       1.288049840371e-13       2.963742854314e-15       5.551044752593e-17      -2.451827537612e-17 
 1184       1.506135284423e-10       2.050081513142e-12      -4.928827517898e-13       1.418726257774e-14      -4.984007878344e-14       1.246059603982e-13       2.953879939513e-15       5.751301377732e-17      -2.590343542014e-17 
 1185       1.500831089470e-10       2.066937313353e-12      -4.169861289979e-13       1.417704107786e-14      -5.009072945478e-14       1.204491598441e-13       2.944057418546e-15       5.951417204179e-17      -2.727348706640e-17 
 1186       1.495472675508e-10       2.084212800481e-12      -3.429384095608e-13       1.416732249296e-14      -5.035998653224e-14       1.163362771670e-13       2.934275109165e-15       6.152084148559e-17      -2.862845222121e-17 
 1187       1.490061952680e-10       2.101897968133e-12      -2.707641256797e-13       1.415810844501e-14      -5.064766697485e-14       1.122690172591e-13       2.924532826113e-15       6.353998809548e-17      -2.996835340411e-17 
 1188       1.484600844992e-10       2.119982732586e-12      -2.004879232168e-13       1.414940055260e-14      -5.095358604357e-14       1.082490951333e-13       2.914830381107e-15       6.557862477746e-17      -3.129321374945e-17 
 1189       1.479091290341e-10       2.138456932626e-12      -1.321345618968e-13       1.414120043092e-14      -5.127755729743e-14       1.042782359432e-13       2.905167582838e-15       6.764381145554e-17      -3.260305700807e-17 
 1190       1.473535240550e-10       2.157310329368e-12      -6.572891550862e-14       1.413350969173e-14      -5.161939258961e-14       1.003581750036e-13       2.895544236957e-15       6.974265517050e-17      -3.389790754895e-17 
 1191       1.467934661392e-10       2.176532606095e-12      -1.295972106639e-15       1.412632994339e-14      -5.197890206358e-14       9.649065781056e-14       2.885960146072e-15       7.188231017862e-17      -3.517779036081e-17 
 1192       1.462291532624e-10       2.196113368086e-12       6.113916578809e-14       1.411966279078e-14      -5.235589414915e-14       9.267744006172e-14       2.876415109737e-15       7.406997805046e-17      -3.644273105382e-17 
 1193       1.456607848015e-10       2.216042142445e-12       1.215512809863e-13       1.411350983533e-14      -5.275017555862e-14       8.892028767655e-14       2.866908924443e-15       7.631290776960e-17      -3.769275586119e-17 
 1194       1.450885615375e-10       2.236308377934e-12       1.799150414291e-13       1.410787267497e-14      -5.316155128288e-14       8.522097681656e-14       2.857441383614e-15       7.861839583139e-17      -3.892789164086e-17 
 1195       1.445126856585e-10       2.256901444801e-12       2.362049999867e-13       1.410275290414e-14      -5.358982458747e-14       8.158129390561e-14       2.848012277597e-15       8.099378634170e-17      -4.014816587710e-17 
 1196       1.439333607629e-10       2.277810634614e-12       2.903955942570e-13       1.409815211374e-14      -5.403479700874e-14       7.800303565008e-14       2.838621393654e-15       8.344647111571e-17      -4.135360668220e-17 
 1197       1.433507918621e-10       2.299025160089e-12       3.424611463641e-13       1.409407189115e-14      -5.449626834994e-14       7.448800905920e-14       2.829268515954e-15       8.598388977662e-17      -4.254424279809e-17 
 1198       1.427651853835e-10       2.320534154921e-12       3.923758627568e-13       1.409051382018e-14      -5.497403667729e-14       7.103803146525e-14       2.819953425566e-15       8.861352985440e-17      -4.372010359797e-17 
 1199       1.421767491735e-10       2.342326673614e-12       4.401138340078e-13       1.408747948107e-14      -5.546789831612e-14       6.765493054379e-14       2.810675900448e-15       9.134292688461e-17      -4.488121908801e-17 
 1200       1.415856925006e-10       2.364391691315e-12       4.856490346116e-13       1.408497045046e-14      -5.597764784697e-14       6.434054433397e-14       2.801435715447e-15       9.417966450706e-17      -4.602761990894e-17 
 1201       1.409922260584e-10       2.386718103641e-12       5.289553227834e-13       1.408298830138e-14      -5.650307810169e-14       6.109672125874e-14       2.792232642279e-15       9.713137456465e-17      -4.715933733772e-17 
 1202       1.403965619681e-10       2.409294726511e-12       5.700064402579e-13       1.408153460324e-14      -5.704398015953e-14       5.792532014509e-14       2.783066449533e-15       1.002057372021e-16      -4.827640328918e-17 
 1203       1.397989137822e-10       2.432110295975e-12       6.087760120876e-13       1.408061092180e-14      -5.760014334326e-14       5.482821024432e-14       2.773936902656e-15       1.034104809645e-16      -4.937885031766e-17 
 1204       1.391994964867e-10       2.455153468048e-12       6.452375464416e-13       1.408021881914e-14      -5.817135521528e-14       5.180727125228e-14       2.764843763946e-15       1.067533828966e-16      -5.046671161869e-17 
 1205       1.385985265048e-10       2.478412818537e-12       6.793644344042e-13       1.408035985369e-14      -5.875740157371e-14       4.886439332962e-14       2.755786792546e-15       1.102422686410e-16      -5.154002103059e-17 
 1206       1.379962216993e-10       2.501876842876e-12       7.111299497734e-13       1.408103558014e-14      -5.935806644850e-14       4.600147712204e-14       2.746765744437e-15       1.138850125370e-16      -5.259881303612e-17 
 1207       1.373927916057e-10       2.525534174077e-12       7.405136989966e-13       1.408224629962e-14      -5.997311272986e-14       4.322016867877e-14       2.737780395904e-15       1.176870206438e-16      -5.364313201458e-17 
 1208       1.367884079950e-10       2.549374239839e-12       7.675210568826e-13       1.408398729340e-14      -6.060222380462e-14       4.052106065330e-14       2.728830614283e-15       1.216436462442e-16      -5.467306011721e-17 
 1209       1.361832339599e-10       2.573386613065e-12       7.921639658590e-13       1.408625254354e-14      -6.124506120534e-14       3.790448146931e-14       2.719916288059e-15       1.257476826876e-16      -5.568868973264e-17 
 1210       1.355774336555e-10       2.597560794302e-12       8.144545075140e-13       1.408903597846e-14      -6.190128390839e-14       3.537075954342e-14       2.711037303458e-15       1.299918720259e-16      -5.669011426946e-17 
 1211       1.349711723009e-10       2.621886211593e-12       8.344049029261e-13       1.409233147286e-14      -6.257054832844e-14       3.292022328358e-14       2.702193544439e-15       1.343689049053e-16      -5.767742815863e-17 
 1212       1.343646161818e-10       2.646352220324e-12       8.520275129930e-13       1.409613284753e-14      -6.325250831297e-14       3.055320108753e-14       2.693384892693e-15       1.388714204580e-16      -5.865072685590e-17 
 1213       1.337579326521e-10       2.670948103075e-12       8.673348387615e-13       1.410043386934e-14      -6.394681513682e-14       2.827002134123e-14       2.684611227631e-15       1.434920061936e-16      -5.961010684423e-17 
 1214       1.331512901367e-10       2.695663069463e-12       8.803395217569e-13       1.410522825101e-14      -6.465311749666e-14       2.607101241728e-14       2.675872426385e-15       1.482231978906e-16      -6.055566563613e-17 
