# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:EB                     7:TB                     8:phiphi                 9:TPhi                  10:Ephi               
  124       4.712173728575e-10       1.417421302875e-13      -5.103100696840e-12       6.480007599553e-16      -1.514627821190e-15       4.129730287209e-14       5.569390809667e-12       9.194781710764e-13      -5.510589513651e-15 
  125       4.758841818417e-10       1.427516466649e-13      -5.173033534320e-12       6.590826814901e-16      -1.539217084107e-15       4.264148067007e-14       5.448006191218e-12       9.040686235955e-13      -5.446070420601e-15 
  126       4.805571725128e-10       1.437023819489e-13      -5.241260224045e-12       6.702781435474e-16      -1.563554342899e-15       4.399587911197e-14       5.330091114132e-12       8.890189780622e-13      -5.381293011266e-15 
  127       4.852349084294e-10       1.445932566173e-13      -5.307707666473e-12       6.815879135366e-16      -1.587616817489e-15       4.535963092751e-14       5.215412908564e-12       8.743060205465e-13      -5.316060356519e-15 
  128       4.899158447570e-10       1.454232352622e-13      -5.372302883142e-12       6.930127701298e-16      -1.611381307114e-15       4.673183575403e-14       5.103707922543e-12       8.599030807266e-13      -5.250157940780e-15 
  129       4.945984854421e-10       1.461913693888e-13      -5.434973914001e-12       7.045534851464e-16      -1.634824944864e-15       4.811158273835e-14       4.994738212044e-12       8.457864370814e-13      -5.183415418824e-15 
  130       4.992818799437e-10       1.468969281656e-13      -5.495652554425e-12       7.162107667953e-16      -1.657927558239e-15       4.949802199570e-14       4.888470223654e-12       8.319555079101e-13      -5.115900398106e-15 
  131       5.039651761599e-10       1.475392847155e-13      -5.554271978812e-12       7.279853103228e-16      -1.680669565746e-15       5.089030027019e-14       4.784914398090e-12       8.184147245654e-13      -5.047745255400e-15 
  132       5.086474639148e-10       1.481178776657e-13      -5.610765938389e-12       7.398778155945e-16      -1.703031247782e-15       5.228753840222e-14       4.684069162664e-12       8.051672012058e-13      -4.979086927530e-15 
  133       5.133277734103e-10       1.486322128362e-13      -5.665068798610e-12       7.518889870422e-16      -1.724992750453e-15       5.368883109286e-14       4.585920597855e-12       7.922146960242e-13      -4.910066954972e-15 
  134       5.180050736782e-10       1.490818649283e-13      -5.717115576554e-12       7.640195336106e-16      -1.746534089397e-15       5.509324666835e-14       4.490442103890e-12       7.795575724759e-13      -4.840831525447e-15 
  135       5.226782710323e-10       1.494664792126e-13      -5.766841978317e-12       7.762701687044e-16      -1.767635153605e-15       5.649982684443e-14       4.397594067316e-12       7.671947605079e-13      -4.771531517515e-15 
  136       5.273462075201e-10       1.497857732176e-13      -5.814184436411e-12       7.886416101351e-16      -1.788275709246e-15       5.790758649085e-14       4.307323527573e-12       7.551237177867e-13      -4.702322544173e-15 
  137       5.320076593753e-10       1.500395384181e-13      -5.859080147159e-12       8.011345800677e-16      -1.808435403487e-15       5.931551339575e-14       4.219563843572e-12       7.433403909276e-13      -4.633364996447e-15 
  138       5.366613354691e-10       1.502276419234e-13      -5.901467108090e-12       8.137498049680e-16      -1.828093768317e-15       6.072256803008e-14       4.134234360271e-12       7.318391767226e-13      -4.564824086990e-15 
  139       5.413058757631e-10       1.503500281658e-13      -5.941284155338e-12       8.264880155490e-16      -1.847230224371e-15       6.212768331205e-14       4.051240075246e-12       7.206128833691e-13      -4.496869893677e-15 
  140       5.459398497604e-10       1.504067205889e-13      -5.978471001032e-12       8.393499467178e-16      -1.865824084747e-15       6.352976437154e-14       3.970471305270e-12       7.096526916988e-13      -4.429677403196e-15 
  141       5.505617549583e-10       1.503978233360e-13      -6.012968270700e-12       8.523363375231e-16      -1.883854558834e-15       6.492768831451e-14       3.891803352885e-12       6.989481164058e-13      -4.363426554651e-15 
  142       5.551700152999e-10       1.503235229385e-13      -6.044717540658e-12       8.654479311011e-16      -1.901300756132e-15       6.632030398746e-14       3.815096172981e-12       6.884869672753e-13      -4.298302283150e-15 
  143       5.597629796263e-10       1.501840900040e-13      -6.073661375409e-12       8.786854746232e-16      -1.918141690075e-15       6.770643174182e-14       3.740194039365e-12       6.782553104124e-13      -4.234494563405e-15 
  144       5.643390517187e-10       1.499798938025e-13      -6.099743908866e-12       8.920496782382e-16      -1.934357324186e-15       6.908489985669e-14       3.666958206586e-12       6.682403518009e-13      -4.172155779031e-15 
  145       5.688970981422e-10       1.497114440796e-13      -6.122912573653e-12       9.055410874501e-16      -1.949931818725e-15       7.045465835123e-14       3.595369228380e-12       6.584394902292e-13      -4.111268001669e-15 
  146       5.734360778542e-10       1.493793565942e-13      -6.143116614171e-12       9.191601979987e-16      -1.964850612872e-15       7.181467599709e-14       3.525434139582e-12       6.488520873137e-13      -4.051762649325e-15 
  147       5.779549134403e-10       1.489843423379e-13      -6.160306598243e-12       9.329074954485e-16      -1.979099420863e-15       7.316390464293e-14       3.457154224145e-12       6.394766035283e-13      -3.993561785865e-15 
  148       5.824524903228e-10       1.485272092974e-13      -6.174434457636e-12       9.467834548993e-16      -1.992664241801e-15       7.450127918951e-14       3.390524871336e-12       6.303105762275e-13      -3.936577919360e-15 
  149       5.869276559682e-10       1.480088642173e-13      -6.185453528580e-12       9.607885406978e-16      -2.005531369472e-15       7.582571756487e-14       3.325535431947e-12       6.213505976699e-13      -3.880713800421e-15 
  150       5.913792190962e-10       1.474303143624e-13      -6.193318592290e-12       9.749232061486e-16      -2.017687402152e-15       7.713612069933e-14       3.262169074488e-12       6.125922930422e-13      -3.825862220547e-15 
  151       5.958059488878e-10       1.467926692802e-13      -6.197985915491e-12       9.891878932255e-16      -2.029119252427e-15       7.843137250069e-14       3.200402641400e-12       6.040302984821e-13      -3.771905810459e-15 
  152       6.002065741934e-10       1.460971425634e-13      -6.199413290934e-12       1.003583032283e-15      -2.039814157001e-15       7.971033982927e-14       3.140206505250e-12       5.956582391024e-13      -3.718716838446e-15 
  153       6.045797827411e-10       1.453450536123e-13      -6.197560077921e-12       1.018109041766e-15      -2.049759686510e-15       8.097187247303e-14       3.081544424937e-12       5.874687070144e-13      -3.666157008700e-15 
  154       6.089242203450e-10       1.445378293973e-13      -6.192387242826e-12       1.032766327925e-15      -2.058943755335e-15       8.221480312270e-14       3.024373401897e-12       5.794532393512e-13      -3.614077259665e-15 
  155       6.132384901136e-10       1.436770062217e-13      -6.183857399615e-12       1.047555284521e-15      -2.067354631415e-15       8.343794734685e-14       2.968643536303e-12       5.716022962917e-13      -3.562317562367e-15 
  156       6.175211516581e-10       1.427642314837e-13      -6.171934850368e-12       1.062476292543e-15      -2.074980946061e-15       8.464010356700e-14       2.914297883267e-12       5.639052390835e-13      -3.510706718765e-15 
  157       6.217707203002e-10       1.418012654392e-13      -6.156585625800e-12       1.077529719916e-15      -2.081811703765e-15       8.582005303277e-14       2.861272309046e-12       5.563503080671e-13      -3.459062160084e-15 
  158       6.259856662811e-10       1.407899829642e-13      -6.137777525784e-12       1.092715921211e-15      -2.087836292019e-15       8.697655979689e-14       2.809495347245e-12       5.489246006992e-13      -3.407189745160e-15 
  159       6.301644139691e-10       1.397323753174e-13      -6.115480159871e-12       1.108035237360e-15      -2.093044491122e-15       8.810837069040e-14       2.758888055016e-12       5.416140495762e-13      -3.354883558779e-15 
  160       6.343053410683e-10       1.386305519023e-13      -6.089664987812e-12       1.123487995364e-15      -2.097426483996e-15       8.921421529770e-14       2.709363869265e-12       5.344034004576e-13      -3.301925710019e-15 
  161       6.384068896887e-10       1.374866944373e-13      -6.060305235212e-12       1.139074475746e-15      -2.100974064860e-15       9.029285347070e-14       2.660846350177e-12       5.272795254898e-13      -3.248134717777e-15 
  162       6.424679122571e-10       1.363029112093e-13      -6.027375547042e-12       1.154794812277e-15      -2.103684364773e-15       9.134322264535e-14       2.613324477022e-12       5.202417382774e-13      -3.193515899213e-15 
  163       6.464873548255e-10       1.350813732396e-13      -5.990852380791e-12       1.170649082790e-15      -2.105556475841e-15       9.236430356575e-14       2.566801990250e-12       5.132923532475e-13      -3.138123957070e-15 
  164       6.504641476852e-10       1.338243622486e-13      -5.950714168197e-12       1.186637340206e-15      -2.106590297189e-15       9.335507410916e-14       2.521279882960e-12       5.064334259122e-13      -3.082015610328e-15 
  165       6.543972050899e-10       1.325342721996e-13      -5.906941355203e-12       1.202759612099e-15      -2.106786550291e-15       9.431450947976e-14       2.476756339399e-12       4.996667462381e-13      -3.025249616084e-15 
  166       6.582854249785e-10       1.312136108423e-13      -5.859516441895e-12       1.219015900258e-15      -2.106146794299e-15       9.524158240251e-14       2.433226673460e-12       4.929938320137e-13      -2.967886791442e-15 
  167       6.621276886984e-10       1.298650012560e-13      -5.808424022457e-12       1.235406180249e-15      -2.104673441374e-15       9.613526331699e-14       2.390683267186e-12       4.864159222183e-13      -2.909990035395e-15 
  168       6.659228607279e-10       1.284911833934e-13      -5.753650825112e-12       1.251930400980e-15      -2.102369772010e-15       9.699452057117e-14       2.349115509267e-12       4.799339703903e-13      -2.851624350707e-15 
  169       6.696697883996e-10       1.270950156242e-13      -5.695185752073e-12       1.268588484261e-15      -2.099239950367e-15       9.781832061530e-14       2.308509733544e-12       4.735486379956e-13      -2.792856865800e-15 
  170       6.733673016231e-10       1.256794762783e-13      -5.633019919485e-12       1.285380324369e-15      -2.095289039595e-15       9.860562819569e-14       2.268849157505e-12       4.672602877959e-13      -2.733756856639e-15 
  171       6.770142126078e-10       1.242476651895e-13      -5.567146697379e-12       1.302305787610e-15      -2.090523017168e-15       9.935540654855e-14       2.230113820788e-12       4.610689772171e-13      -2.674395768612e-15 
  172       6.806093155862e-10       1.228028052391e-13      -5.497561749610e-12       1.319364711882e-15      -2.084948790211e-15       1.000666175938e-13       2.192280523679e-12       4.549744517177e-13      -2.614847238419e-15 
  173       6.841513865366e-10       1.213482438993e-13      -5.424263073814e-12       1.336556906236e-15      -2.078574210824e-15       1.007382221290e-13       2.155322765616e-12       4.489761381571e-13      -2.555187115952e-15 
  174       6.876391829060e-10       1.198874547765e-13      -5.347251041345e-12       1.353882150443e-15      -2.071408091418e-15       1.013691800229e-13       2.119210683685e-12       4.430731381643e-13      -2.495493486183e-15 
  175       6.910714433334e-10       1.184240391554e-13      -5.266528437228e-12       1.371340194551e-15      -2.063460220038e-15       1.019584504096e-13       2.083910991123e-12       4.372642215059e-13      -2.435846691046e-15 
  176       6.944468873720e-10       1.169617275420e-13      -5.182100500106e-12       1.388930758454e-15      -2.054741375696e-15       1.025049918823e-13       2.049386915817e-12       4.315478194545e-13      -2.376329351321e-15 
  177       6.977642152129e-10       1.155043812072e-13      -5.093974962183e-12       1.406653531450e-15      -2.045263343695e-15       1.030077626868e-13       2.015598138806e-12       4.259220181575e-13      -2.317026388521e-15 
  178       7.010221074077e-10       1.140559937306e-13      -5.002162089175e-12       1.424508171804e-15      -2.035038930963e-15       1.034657209157e-13       1.982500732779e-12       4.203845520049e-13      -2.258025046772e-15 
  179       7.042192245913e-10       1.126206925436e-13      -4.906674720253e-12       1.442494306317e-15      -2.024081981376e-15       1.038778247023e-13       1.950047100574e-12       4.149327969983e-13      -2.199414914700e-15 
  180       7.073542942414e-10       1.112025932456e-13      -4.807526943646e-12       1.460611508012e-15      -2.012408154302e-15       1.042430806062e-13       1.918195514561e-12       4.095643574958e-13      -2.141273366459e-15 
  181       7.104263792465e-10       1.098053463773e-13      -4.704729922267e-12       1.478859228158e-15      -2.000037297398e-15       1.045606926688e-13       1.886939711180e-12       4.042788924568e-13      -2.083620544962e-15 
  182       7.134346302035e-10       1.084325575012e-13      -4.598295812211e-12       1.497236857996e-15      -1.986991292294e-15       1.048299256060e-13       1.856281536194e-12       3.990764219654e-13      -2.026460834044e-15 
  183       7.163782003430e-10       1.070879321861e-13      -4.488239131956e-12       1.515743749602e-15      -1.973293326344e-15       1.050500580492e-13       1.826221529259e-12       3.939567424841e-13      -1.969797086159e-15 
  184       7.192562455727e-10       1.057752770080e-13      -4.374576797285e-12       1.534379215377e-15      -1.958967910769e-15       1.052203829169e-13       1.796758897789e-12       3.889194224079e-13      -1.913630590561e-15 
  185       7.220679245211e-10       1.044985005518e-13      -4.257328156208e-12       1.553142527521e-15      -1.944040898788e-15       1.053402077858e-13       1.767891490814e-12       3.839637976182e-13      -1.857961041485e-15 
  186       7.248123985807e-10       1.032616144122e-13      -4.136515023881e-12       1.572032917522e-15      -1.928539503768e-15       1.054088552621e-13       1.739615772845e-12       3.790889670365e-13      -1.802786506323e-15 
  187       7.274888319518e-10       1.020687341950e-13      -4.012161717534e-12       1.591049575634e-15      -1.912492317355e-15       1.054256633532e-13       1.711926797740e-12       3.742937881787e-13      -1.748103393809e-15 
  188       7.300963916861e-10       1.009240805185e-13      -3.884295091386e-12       1.610191650362e-15      -1.895929327620e-15       1.053899858384e-13       1.684818182559e-12       3.695768727088e-13      -1.693906422193e-15 
  189       7.326342477298e-10       9.983198001448e-14      -3.752944571569e-12       1.629458247940e-15      -1.878881937196e-15       1.053011926408e-13       1.658282081433e-12       3.649365819928e-13      -1.640188587423e-15 
  190       7.351015729674e-10       9.879686632976e-14      -3.618142191051e-12       1.648848431820e-15      -1.861382981418e-15       1.051586701984e-13       1.632309159425e-12       3.603710226528e-13      -1.586941131322e-15 
  191       7.374975432651e-10       9.782328112715e-14      -3.479922624555e-12       1.668361222148e-15      -1.843466746463e-15       1.049618218355e-13       1.606888566390e-12       3.558780421208e-13      -1.534153509773e-15 
  192       7.398213375145e-10       9.691587508685e-14      -3.338323223486e-12       1.687995595249e-15      -1.825168987489e-15       1.047100681337e-13       1.582007910841e-12       3.514552241926e-13      -1.481813360890e-15 
  193       7.420721376758e-10       9.607940890766e-14      -3.193384050844e-12       1.707750483110e-15      -1.806526946776e-15       1.044028473039e-13       1.557653233810e-12       3.470998845820e-13      -1.429906473208e-15 
  194       7.442491288216e-10       9.531875430819e-14      -3.045147916154e-12       1.727624772861e-15      -1.787579371866e-15       1.040396155569e-13       1.533808982711e-12       3.428090664744e-13      -1.378416753850e-15 
  195       7.463514991803e-10       9.463889502816e-14      -2.893660410384e-12       1.747617306255e-15      -1.768366533701e-15       1.036198474751e-13       1.510457985201e-12       3.385795360809e-13      -1.327326196719e-15 
