sim_num,gMpl,gMpl_std,aplusb_b95,aplusb_b95_std,aplusb_k95,aplusb_k95_std,aplusb_150,aplusb_150_std,aplusb_220,aplusb_220_std,aplusb_b95ext,aplusb_b95ext_std,,chisq
17,-0.043,0.267,-0.02,0.112,-0.19,0.176,0.036,0.111,0.098,0.155,-0.02,0.106,162.891
18,-0.258,0.249,0.141,0.103,-0.081,0.181,0.109,0.104,0.476,0.154,0.123,0.1,154.842
19,0.509,0.267,-0.316,0.108,0.132,0.173,-0.311,0.113,-0.326,0.151,-0.313,0.102,132.026
20,-0.748,0.253,0.377,0.103,0.689,0.171,0.375,0.111,0.263,0.151,0.326,0.099,107.835
21,0.329,0.25,-0.136,0.102,-0.393,0.175,-0.046,0.108,0.048,0.149,-0.126,0.098,130.948
22,0.561,0.266,-0.231,0.114,0.123,0.172,-0.147,0.108,-0.149,0.155,-0.181,0.105,156.844
23,-0.454,0.256,0.195,0.106,-0.287,0.185,0.157,0.105,0.394,0.146,0.194,0.1,156.352
24,-0.169,0.258,0.19,0.106,0.281,0.166,0.165,0.107,-0.193,0.155,0.195,0.101,155.938
25,0.397,0.25,-0.22,0.105,-0.042,0.181,-0.173,0.106,-0.062,0.156,-0.241,0.1,198.394
26,-0.654,0.268,0.147,0.111,-0.117,0.183,0.229,0.111,-0.072,0.158,0.171,0.104,124.48
27,0.819,0.261,-0.277,0.106,-0.52,0.174,-0.431,0.109,-0.237,0.148,-0.279,0.101,109.327
28,0.501,0.262,-0.13,0.106,-0.331,0.184,-0.141,0.106,-0.48,0.156,-0.137,0.104,178.603
29,-0.098,0.252,-0.017,0.103,-0.143,0.171,0.084,0.107,-0.049,0.149,0.012,0.1,109.37
30,-0.714,0.239,0.208,0.103,0.401,0.176,0.32,0.101,0.109,0.145,0.191,0.092,165.943
31,-0.324,0.251,0.031,0.104,0.105,0.185,0.037,0.107,0.114,0.156,0.045,0.099,161.918
32,0.047,0.255,-0.016,0.109,-0.093,0.18,0.087,0.105,-0.111,0.153,-0.008,0.102,111.453
33,0.581,0.26,-0.157,0.101,-0.265,0.177,-0.213,0.109,-0.07,0.15,-0.162,0.102,141.095
34,0.473,0.264,-0.129,0.109,-0.093,0.19,-0.184,0.108,-0.044,0.153,-0.108,0.107,96.388
35,0.317,0.254,-0.243,0.104,0.245,0.169,-0.134,0.107,-0.047,0.156,-0.191,0.1,148.983
36,-0.141,0.261,-0.015,0.105,-0.124,0.173,-0.072,0.107,-0.254,0.156,0.001,0.101,111.169
37,0.577,0.26,-0.176,0.106,-0.483,0.191,-0.255,0.104,-0.236,0.162,-0.173,0.099,133.404
38,0.434,0.269,-0.157,0.108,-0.038,0.184,-0.204,0.114,-0.11,0.149,-0.178,0.105,162.104
39,-0.81,0.247,0.213,0.101,0.155,0.182,0.157,0.104,0.307,0.151,0.242,0.097,126.859
40,0.043,0.258,0.106,0.107,0.044,0.176,0.052,0.103,-0.041,0.156,0.039,0.104,150.996
41,0.198,0.247,-0.149,0.103,0.109,0.171,-0.118,0.106,-0.019,0.153,-0.145,0.094,138.037
42,-0.282,0.255,0.082,0.105,-0.206,0.178,0.022,0.106,-0.216,0.154,0.068,0.101,199.606
43,1.333,0.27,-0.485,0.113,-0.658,0.174,-0.417,0.11,-0.694,0.16,-0.493,0.101,171.335
44,-0.561,0.264,0.239,0.106,-0.008,0.187,0.332,0.108,0.294,0.154,0.231,0.101,170.519
45,0.138,0.261,0.024,0.105,0.182,0.182,0.028,0.107,0.144,0.151,0.039,0.102,127.735
46,-1.294,0.259,0.404,0.105,0.368,0.184,0.493,0.109,0.429,0.156,0.403,0.101,143.692
47,0.204,0.269,-0.093,0.115,-0.545,0.18,0.036,0.109,-0.059,0.149,-0.092,0.105,214.376
48,1.09,0.252,-0.356,0.1,-0.243,0.182,-0.371,0.101,-0.439,0.151,-0.34,0.098,125.035
49,-0.427,0.271,0.026,0.11,-0.285,0.187,0.149,0.114,0.321,0.158,0.041,0.104,147.796
50,0.528,0.255,-0.265,0.103,-0.302,0.178,-0.258,0.105,-0.192,0.142,-0.244,0.101,207.925
51,0.618,0.264,-0.227,0.108,-0.241,0.179,-0.206,0.113,-0.382,0.146,-0.245,0.1,141.444
52,0.432,0.256,-0.149,0.106,-0.255,0.187,-0.15,0.112,-0.072,0.149,-0.138,0.101,137.243
53,-0.449,0.265,0.19,0.111,0.222,0.186,0.248,0.11,0.284,0.161,0.162,0.105,135.499
54,0.743,0.253,-0.21,0.104,-0.312,0.177,-0.366,0.106,-0.247,0.151,-0.179,0.102,125.034
55,-0.1,0.246,0.066,0.101,-0.028,0.17,-0.024,0.106,0.087,0.153,0.051,0.098,115.574
56,0.003,0.255,0.023,0.108,0.167,0.175,0.075,0.108,0.304,0.144,0.044,0.104,140.759
57,-0.246,0.254,-0.008,0.109,-0.194,0.181,-0.03,0.107,0.346,0.158,0.009,0.101,113.085
58,0.082,0.254,-0.103,0.104,-0.288,0.17,-0.08,0.103,-0.141,0.146,-0.08,0.1,134.292
59,0.382,0.258,-0.115,0.106,0.124,0.187,-0.275,0.106,-0.153,0.153,-0.094,0.101,167.928
60,0.179,0.267,-0.147,0.107,-0.25,0.178,0.023,0.108,-0.186,0.15,-0.086,0.106,151.677
61,-0.161,0.254,0.0,0.101,0.091,0.181,0.204,0.107,0.051,0.147,0.011,0.1,165.895
62,0.279,0.261,0.0,0.102,-0.182,0.178,-0.105,0.108,0.111,0.152,0.041,0.105,143.44
63,0.59,0.254,-0.175,0.106,-0.153,0.181,-0.11,0.11,-0.142,0.135,-0.173,0.098,180.653
64,0.912,0.274,-0.302,0.107,-0.391,0.181,-0.279,0.111,-0.355,0.152,-0.316,0.11,153.387
65,1.099,0.269,-0.432,0.11,-0.405,0.175,-0.485,0.114,-0.121,0.151,-0.389,0.103,185.583
66,-0.355,0.252,0.052,0.105,0.149,0.173,0.128,0.106,0.087,0.15,0.041,0.1,128.19
67,-0.933,0.26,0.361,0.109,0.295,0.18,0.412,0.109,0.417,0.156,0.338,0.102,156.802
68,-0.355,0.238,0.228,0.097,0.205,0.175,0.161,0.1,0.428,0.144,0.18,0.098,146.705
69,0.062,0.26,0.123,0.106,-0.022,0.179,0.061,0.109,0.045,0.149,0.096,0.102,166.78
70,0.459,0.253,-0.225,0.107,-0.454,0.173,-0.287,0.103,0.147,0.151,-0.241,0.099,126.967
71,-0.488,0.259,0.151,0.106,0.168,0.182,0.229,0.109,0.09,0.156,0.155,0.105,148.305
72,-0.198,0.257,0.097,0.105,-0.279,0.177,0.055,0.106,0.213,0.154,0.067,0.102,122.406
73,-0.042,0.255,0.128,0.107,0.125,0.189,0.127,0.105,0.07,0.157,0.062,0.099,204.565
74,0.47,0.246,-0.303,0.102,-0.433,0.174,-0.312,0.103,-0.308,0.149,-0.296,0.098,143.588
75,-0.036,0.252,-0.018,0.104,0.318,0.173,0.016,0.107,0.179,0.149,-0.001,0.098,168.93
76,-0.27,0.268,0.18,0.107,0.266,0.181,0.228,0.11,0.212,0.154,0.218,0.103,118.418
77,-0.632,0.258,0.275,0.106,0.109,0.184,0.286,0.11,0.424,0.152,0.269,0.103,125.07
78,-0.57,0.255,0.239,0.104,0.351,0.175,0.202,0.106,0.249,0.152,0.215,0.101,133.03
79,0.113,0.245,-0.064,0.103,0.134,0.165,0.135,0.102,-0.023,0.152,-0.042,0.098,140.392
